Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk
P1499,Urban Flyover,Road,High,4433382,81,32,88,5.9,0.61,580,Feasible,3,,,11848.82,1097269.33,188,55.77,793185.5,105,42.29,1206634.02,122,30.33,467038.56,81,15.65,869254.59,84,15.96
P1500,Dam Reinforcement,Building,Medium,1281570,54,36,67,1.92,0.77,499,Feasible,2,,,544.7,100771.85,43,33.57,149536.81,66,60.89,340889.0,115,22.47,401521.08,136,40.49,288851.25,139,22.57
P1501,Industrial Complex,Road,Medium,4182993,85,78,76,5.81,0.69,265,Feasible,2,,,6570.5,1039440.43,93,100.0,632898.91,46,97.81,1115939.64,56,64.34,497773.37,34,41.45,896940.65,36,46.37
P1502,Industrial Complex,Power Plant,Low,5081082,95,55,40,5.06,0.85,584,Feasible,1,,,665.57,400529.73,83,44.04,529276.07,101,64.24,761738.05,95,35.09,2727680.01,204,72.42,661858.14,101,59.2
P1503,Smart Solar Grid,Road,Medium,4395049,91,62,39,3.99,0.74,356,Not Feasible,2,,,6549.41,1187521.68,119,100.0,738467.18,63,79.94,1088656.55,87,57.79,478509.13,44,32.68,901894.46,43,27.41
P1504,Industrial Complex,Road,High,1066150,98,77,34,1.2,0.92,595,Feasible,3,,,1772.93,249060.07,202,100.0,191911.77,101,100.0,267228.26,132,64.65,130201.81,91,39.08,227748.1,68,34.56
P1505,Smart Solar Grid,Building,Medium,3434206,91,31,88,4.17,0.84,579,Not Feasible,2,,,1657.83,228391.05,50,25.04,476704.76,92,50.53,932091.17,121,20.31,867286.04,138,38.5,929732.99,179,20.63
P1506,Urban Flyover,Building,Medium,1559723,88,61,96,0.73,0.84,538,Feasible,2,,,668.52,104643.78,47,53.96,246914.06,58,100.0,454078.04,131,41.43,421429.53,116,74.33,332657.59,186,30.73
P1507,Highway Expansion,Water Infra,High,3547500,65,33,70,0.99,0.61,205,Not Feasible,3,,,1890.6,487538.77,39,39.35,508587.63,42,44.6,1489648.33,59,22.8,779070.09,39,28.14,282655.18,27,30.12
P1508,Urban Flyover,Power Plant,Medium,4355745,82,49,95,4.16,0.99,286,Not Feasible,2,,,625.84,312158.17,35,42.13,585219.5,46,53.07,796912.8,54,33.61,2124998.43,111,64.04,536456.09,40,52.16
P1509,Highway Expansion,Bridge,High,1999554,98,65,81,3.05,0.92,248,Feasible,3,,,396.01,112923.12,22,53.43,382827.02,79,100.0,909969.74,84,94.77,311431.82,33,39.73,282402.32,31,30.08
P1510,Highway Expansion,Building,Medium,5193060,70,61,56,9.26,0.89,284,Feasible,2,,,1752.0,381894.15,18,49.25,621506.12,40,100.0,1516212.13,59,46.31,1780769.74,61,77.31,892677.87,106,31.47
P1511,Smart Solar Grid,Power Plant,High,5158634,58,57,25,3.76,0.67,396,Feasible,3,,,692.21,425174.49,50,47.41,568088.57,83,62.58,925325.47,64,34.26,2636808.23,141,78.37,603237.24,58,62.38
P1512,Industrial Complex,Power Plant,High,1134055,55,30,90,7.58,0.77,376,Feasible,3,,,149.48,58079.76,47,22.86,116950.03,74,34.6,180426.14,59,19.09,651647.72,151,39.21,126951.35,44,34.23
P1513,Industrial Complex,Water Infra,Low,1676022,94,89,45,5.3,0.57,251,Feasible,1,,,767.12,199432.91,47,100.0,305956.32,54,100.0,676568.35,71,54.8,336088.73,44,78.13,157975.69,34,84.29
P1514,Smart Solar Grid,Building,Low,1809942,84,85,27,7.04,0.77,599,Not Feasible,1,,,621.94,110590.36,60,83.56,236039.28,68,100.0,482241.96,104,66.49,667628.89,153,94.15,313441.51,213,34.63
P1515,Smart Solar Grid,Building,Medium,4879275,88,64,92,2.6,0.57,177,Feasible,2,,,2065.13,233859.96,15,60.4,532903.78,27,100.0,1257785.82,41,41.91,1766246.23,38,79.01,1088479.21,56,27.44
P1516,Urban Flyover,Power Plant,Low,1696358,71,59,23,9.42,0.78,376,Feasible,1,,,232.85,136728.84,47,50.16,201645.29,66,62.19,297413.85,59,38.0,886294.03,134,79.75,174275.99,70,64.9
P1517,Smart Solar Grid,Building,Medium,4595790,90,83,40,5.3,0.82,260,Feasible,2,,,2295.85,234267.43,25,78.16,639481.92,30,100.0,1203153.92,43,69.99,1479219.34,73,93.54,1039667.38,88,41.33
P1518,Industrial Complex,Water Infra,Medium,6336951,54,65,50,8.31,0.7,293,Feasible,2,,,2856.5,778133.63,56,76.61,1287956.22,72,88.79,2643883.09,89,41.14,1059589.12,44,60.07,567388.94,32,58.38
P1519,Smart Solar Grid,Water Infra,Medium,2841648,91,84,40,3.65,0.75,294,Not Feasible,2,,,1231.51,422170.69,57,92.9,488170.47,69,100.0,1085263.95,74,59.69,554566.41,55,68.78,291476.48,39,86.59
P1520,Smart Solar Grid,Water Infra,Medium,6549571,72,87,44,1.0,0.94,328,Not Feasible,2,,,3122.02,1012788.04,60,100.0,1192431.29,71,100.0,2617941.58,92,56.89,1293681.66,59,76.31,432728.44,46,78.1
P1521,Highway Expansion,Building,Medium,2688472,66,94,34,6.74,0.55,323,Not Feasible,2,,,1111.07,109095.0,33,75.99,411276.77,43,100.0,850117.71,61,80.22,753163.47,99,100.0,564819.04,87,50.34
P1522,Smart Solar Grid,Building,Medium,4828433,61,98,54,0.08,0.9,126,Feasible,2,,,1850.79,267723.13,10,90.32,620815.66,16,100.0,1369664.9,32,78.96,1656306.93,32,98.46,913922.38,36,63.7
P1523,Urban Flyover,Water Infra,Low,3735264,72,80,68,4.75,0.59,170,Feasible,1,,,2016.34,448180.72,28,92.51,680956.04,39,100.0,1619579.66,47,53.6,781927.63,30,68.87,204619.95,26,75.26
P1524,Smart Solar Grid,Road,Low,6206031,65,51,62,1.93,0.52,378,Borderline,1,,,13444.98,1668390.25,118,84.49,984652.25,68,69.7,1571902.0,94,40.2,686097.58,53,27.58,1294988.91,45,33.03
P1525,Dam Reinforcement,Bridge,Low,5448748,52,82,60,6.27,0.59,297,Feasible,1,,,1116.62,401564.93,24,57.47,1138779.9,80,100.0,2210214.65,105,100.0,862739.7,49,53.2,835448.83,39,37.05
P1526,Dam Reinforcement,Power Plant,High,3700713,79,65,56,9.79,0.88,529,Feasible,3,,,469.66,328771.8,73,52.16,493127.76,85,73.81,566098.98,90,42.05,1924224.75,199,88.56,388489.71,82,68.42
P1527,Highway Expansion,Road,High,3308989,71,97,76,4.64,0.7,150,Borderline,3,,,6338.75,749222.03,52,100.0,538304.64,29,100.0,852516.66,30,80.04,394911.68,23,52.09,774034.0,16,58.22
P1528,Highway Expansion,Bridge,Medium,5137270,58,65,61,8.17,0.94,475,Borderline,2,,,1020.71,367902.93,35,52.63,1386644.6,154,100.0,2135823.36,155,97.41,630539.92,64,38.91,616359.2,67,29.59
P1529,Dam Reinforcement,Building,High,5317922,78,81,66,5.08,0.76,437,Feasible,3,,,2526.01,299241.67,39,66.59,743038.9,63,100.0,1445188.96,66,54.18,1679155.2,118,96.24,1151297.27,152,48.67
P1530,Highway Expansion,Power Plant,Low,5115625,96,82,80,4.96,0.51,273,Feasible,1,,,722.28,436958.43,33,66.42,613551.41,51,87.27,828524.26,52,51.0,2555361.35,97,100.0,681229.55,41,90.32
P1531,Highway Expansion,Road,Medium,1459297,86,79,33,9.3,0.86,570,Not Feasible,2,,,2546.05,361746.06,190,100.0,238602.27,111,94.94,400354.13,120,64.85,171648.13,68,54.89,286946.42,81,33.45
P1532,Industrial Complex,Power Plant,Medium,2020154,72,70,87,8.9,0.56,483,Borderline,2,,,232.01,168406.33,59,56.92,230116.0,84,80.86,377003.35,79,46.31,978479.48,186,92.92,266148.84,75,72.98
P1533,Industrial Complex,Building,Low,5945169,62,47,72,7.86,0.89,174,Not Feasible,1,,,2838.91,215258.2,10,47.88,741347.92,22,79.94,1780539.87,34,29.6,2034527.81,53,56.3,1173495.19,54,21.28
P1534,Smart Solar Grid,Bridge,Medium,5077151,81,51,53,2.96,0.58,275,Feasible,2,,,1095.42,400988.86,27,41.78,998235.4,81,79.61,2392924.03,97,77.78,642570.98,30,32.79,642431.73,40,23.04
P1535,Dam Reinforcement,Bridge,High,5734963,95,95,95,5.45,0.67,163,Feasible,3,,,1034.54,432775.52,9,70.22,1444291.41,54,100.0,2273860.79,59,100.0,674583.81,21,66.57,909451.47,20,41.28
P1536,Urban Flyover,Bridge,Medium,3803696,96,50,43,2.24,0.88,200,Borderline,2,,,677.06,237171.83,19,39.34,903088.24,54,81.67,1591201.27,74,78.62,586301.02,22,33.33,485933.64,30,17.05
P1537,Dam Reinforcement,Road,Medium,3093373,97,73,39,4.44,0.98,285,Borderline,2,,,8026.23,736294.81,97,100.0,538727.08,47,93.4,810099.12,63,61.05,336570.18,41,39.2,671681.82,37,38.36
P1538,Dam Reinforcement,Bridge,Low,6841140,72,76,88,4.84,0.69,149,Borderline,1,,,1245.54,471785.82,12,55.13,1708004.45,38,100.0,3043939.13,59,100.0,773890.61,22,45.43,843519.99,17,24.94
P1539,Industrial Complex,Road,High,6436139,94,68,49,8.32,0.91,441,Feasible,3,,,9876.7,1381883.0,147,100.0,1113223.75,83,85.95,1773249.14,91,61.21,772863.16,63,43.27,1394919.96,56,33.18
P1540,Industrial Complex,Road,High,3372280,66,58,26,8.96,0.6,255,Not Feasible,3,,,7823.53,790851.2,91,100.0,569517.44,48,69.91,900760.32,57,48.6,344544.62,27,34.7,766606.42,32,34.65
P1541,Highway Expansion,Water Infra,Medium,3916623,89,83,55,4.15,0.9,133,Feasible,2,,,1702.6,583305.03,24,94.0,681554.99,30,100.0,1529684.31,43,45.85,779523.04,21,74.68,342555.63,16,87.74
P1542,Urban Flyover,Road,High,3706871,70,46,57,0.18,0.83,476,Feasible,3,,,11519.87,1047607.33,167,83.09,562143.63,85,59.39,931628.4,97,42.11,399686.85,65,24.6,765804.79,62,20.81
P1543,Industrial Complex,Power Plant,High,1870123,51,89,99,8.62,0.6,225,Borderline,3,,,238.95,157213.29,23,68.75,211624.53,41,94.79,335713.46,42,64.28,890001.76,81,100.0,275569.96,38,98.09
P1544,Highway Expansion,Bridge,High,3986249,86,60,71,1.74,0.65,478,Not Feasible,3,,,728.11,245152.77,34,43.18,822674.08,137,100.0,1638729.08,183,90.07,668868.61,63,37.19,610824.45,61,26.4
P1545,Urban Flyover,Road,High,2859582,55,78,34,6.22,0.57,437,Feasible,3,,,5025.59,582151.01,152,100.0,535710.11,82,100.0,750403.63,102,66.03,310815.49,45,45.98,680501.76,57,45.17
P1546,Industrial Complex,Building,High,5444499,93,31,65,0.25,0.69,194,Feasible,3,,,2254.34,198151.45,10,24.58,636651.26,29,50.55,1888800.91,40,25.05,1444093.44,55,35.62,1276801.93,59,19.19
P1547,Dam Reinforcement,Road,Medium,6386628,67,77,42,4.0,0.6,566,Borderline,2,,,14682.06,1320768.19,196,100.0,1249921.05,105,96.18,1701285.73,125,69.67,797321.04,80,37.69,1317331.98,60,50.28
P1548,Dam Reinforcement,Road,Medium,3129885,79,43,31,9.86,0.82,198,Feasible,2,,,4515.84,795731.92,68,74.37,490914.02,32,52.09,865695.65,43,37.64,360094.11,28,28.31,617449.29,28,22.59
P1549,Urban Flyover,Water Infra,High,6983920,71,88,63,1.01,1.0,313,Not Feasible,3,,,3308.9,1045912.2,65,100.0,1330895.87,72,100.0,2862810.99,84,47.95,1345996.19,56,84.67,398304.75,36,84.82
P1550,Urban Flyover,Power Plant,Low,5720642,82,87,34,4.24,0.51,482,Not Feasible,1,,,770.13,410228.08,57,67.11,700550.78,97,95.9,967443.15,92,60.18,2815365.58,176,100.0,827054.42,60,99.81
P1551,Industrial Complex,Building,High,3207148,79,87,68,3.07,0.77,215,Feasible,3,,,1012.22,133479.94,19,73.22,519475.08,24,100.0,995477.36,49,68.46,806067.32,61,97.67,752648.3,63,39.82
P1552,Industrial Complex,Water Infra,Low,5752525,66,80,40,9.05,0.79,159,Not Feasible,1,,,2831.0,803776.73,28,95.03,1144306.88,35,100.0,2379088.85,46,49.18,925571.55,28,70.43,499780.99,22,81.2
P1553,Urban Flyover,Power Plant,Medium,1549239,92,31,34,8.69,0.96,375,Borderline,2,,,252.84,144748.23,43,25.39,151301.13,62,34.2,240071.92,66,19.53,809174.59,132,40.5,203943.13,73,35.37
P1554,Urban Flyover,Road,Medium,1556701,81,70,33,2.38,0.75,516,Feasible,2,,,2485.08,341139.7,165,100.0,268602.57,99,90.53,399851.25,112,58.92,204854.97,69,38.55,342252.51,70,37.28
P1555,Highway Expansion,Building,Medium,6408753,91,45,61,0.81,0.77,226,Feasible,2,,,2121.41,383426.05,22,40.78,848391.99,24,77.71,1936337.21,50,36.72,1955833.95,54,44.02,1284763.8,76,25.77
P1556,Highway Expansion,Power Plant,High,6953859,63,33,99,6.27,0.74,136,Feasible,3,,,923.52,626992.74,16,25.49,666550.77,21,36.41,1172076.93,23,24.28,3588816.06,52,42.41,899422.5,24,36.42
P1557,Highway Expansion,Water Infra,Medium,4047569,59,41,34,3.36,0.63,134,Feasible,2,,,2095.78,573981.08,20,50.96,681344.15,29,57.5,1759603.64,44,26.2,703359.73,24,31.65,329280.41,17,38.69
P1558,Dam Reinforcement,Road,High,6093309,96,58,82,6.72,0.53,536,Feasible,3,,,19591.75,1674654.5,193,96.99,1089204.23,87,83.44,1599141.18,115,47.57,585003.88,83,35.68,1145305.22,58,26.32
P1559,Dam Reinforcement,Road,High,6230884,85,36,87,0.32,0.7,391,Not Feasible,3,,,11959.62,1535285.93,140,59.17,970788.59,71,44.71,1496343.82,90,31.23,861094.39,40,22.56,1367371.27,49,22.33
P1560,Highway Expansion,Bridge,Medium,5628120,83,43,46,1.33,0.53,132,Feasible,2,,,926.4,343434.16,10,31.6,1454190.71,35,72.66,2517140.7,50,65.89,641009.53,18,26.49,672344.91,19,18.36
P1561,Highway Expansion,Water Infra,Medium,2270464,58,41,72,6.86,0.78,366,Feasible,2,,,971.19,282367.12,63,49.22,431988.33,90,55.89,875906.51,99,29.2,549361.1,68,32.81,130840.94,46,37.89
P1562,Urban Flyover,Building,Medium,1785332,91,34,71,2.12,0.65,333,Not Feasible,2,,,677.7,111638.03,29,27.74,253124.29,45,58.89,473411.11,68,29.45,552849.36,86,37.95,394309.21,106,15.96
P1563,Dam Reinforcement,Road,Low,6988333,77,61,82,8.58,0.77,270,Not Feasible,1,,,10339.52,1806723.19,95,100.0,1245052.08,46,82.11,1856105.36,63,56.53,742043.86,38,35.21,1338408.51,28,26.24
P1564,Highway Expansion,Bridge,Low,1767950,60,72,92,0.59,0.57,411,Not Feasible,1,,,303.64,105408.31,43,58.11,457735.9,96,100.0,760999.44,159,100.0,225391.13,62,52.02,218415.22,50,31.8
P1565,Smart Solar Grid,Power Plant,High,1166472,63,98,72,2.15,0.97,162,Feasible,3,,,157.13,114447.75,23,73.67,126885.6,24,100.0,226798.1,25,69.21,561355.61,65,100.0,136984.94,25,100.0
P1566,Industrial Complex,Road,Low,1397710,88,74,76,9.99,0.95,553,Feasible,1,,,4075.53,371862.82,193,100.0,208934.29,86,99.16,366547.72,112,69.62,144349.93,78,38.52,306015.25,83,32.36
P1567,Highway Expansion,Power Plant,Low,5317048,96,38,71,4.33,0.59,233,Feasible,1,,,691.56,305899.94,27,32.86,701815.35,37,38.7,827863.06,37,27.23,2849486.85,94,51.15,631982.8,38,40.05
P1568,Dam Reinforcement,Road,Medium,6972931,68,78,62,7.03,0.67,449,Not Feasible,2,,,12539.03,1431662.58,137,100.0,1266189.71,89,100.0,1840042.91,112,74.66,948793.41,47,43.98,1486242.4,63,33.63
P1569,Highway Expansion,Power Plant,Medium,6744826,64,62,26,1.83,0.81,200,Not Feasible,2,,,1084.69,636975.95,27,48.08,696297.37,34,65.55,1357304.38,31,38.18,3097289.22,83,80.18,956959.09,24,78.01
P1570,Smart Solar Grid,Water Infra,High,4188729,77,47,61,6.1,0.55,469,Feasible,3,,,1783.17,543167.25,75,57.5,676117.67,107,61.93,1619202.34,150,29.62,959724.88,82,42.41,390516.86,55,43.54
P1571,Urban Flyover,Power Plant,High,5785956,73,38,23,7.26,0.68,260,Feasible,3,,,659.19,466600.47,33,31.74,701315.83,49,41.92,969183.43,50,24.17,3089789.1,94,48.61,559067.17,34,43.56
P1572,Dam Reinforcement,Power Plant,Low,6105724,57,91,88,3.14,0.63,149,Borderline,1,,,709.82,389733.7,23,66.45,659539.54,23,99.08,1019239.01,27,56.41,3234867.34,55,100.0,802344.4,21,100.0
P1573,Urban Flyover,Road,High,6025764,92,86,24,8.29,0.96,560,Feasible,3,,,16979.25,1573030.64,187,100.0,882186.94,106,100.0,1552217.53,131,70.33,642758.33,74,41.68,1375570.56,62,53.86
P1574,Industrial Complex,Road,Medium,3850171,58,58,94,6.03,0.93,149,Not Feasible,2,,,11447.88,796457.05,54,97.98,639936.41,26,81.42,1061767.65,34,52.24,523080.47,16,29.44,828929.43,19,28.92
P1575,Urban Flyover,Power Plant,Medium,1910775,96,54,99,3.89,0.79,574,Feasible,2,,,259.23,172481.51,75,40.64,226443.22,98,61.56,346837.99,99,37.55,963750.4,198,71.94,201261.88,104,58.3
P1576,Highway Expansion,Water Infra,Low,6954878,82,44,60,5.58,0.76,385,Feasible,1,,,2889.41,788421.37,69,55.39,1177021.73,95,59.37,2800298.64,114,29.6,1765553.53,67,33.1,423582.72,41,42.55
P1577,Smart Solar Grid,Building,Medium,6895469,82,35,23,5.77,0.97,218,Not Feasible,2,,,2426.93,427090.04,24,31.47,924583.85,33,58.01,2012327.02,46,21.78,2020262.6,50,40.78,1511205.5,66,22.97
P1578,Urban Flyover,Bridge,Medium,6107031,68,71,21,1.66,0.97,569,Not Feasible,2,,,1004.12,347310.43,42,58.64,1452567.52,180,100.0,2809765.17,191,100.0,755095.41,75,52.55,742292.48,80,26.38
P1579,Smart Solar Grid,Power Plant,Medium,3596874,52,58,86,4.03,0.98,213,Borderline,2,,,438.02,286222.28,28,51.61,346107.26,38,60.43,568873.2,35,41.0,2018491.34,79,74.72,377179.93,32,62.25
P1580,Dam Reinforcement,Water Infra,Medium,6927997,59,33,40,3.43,0.56,330,Feasible,2,,,3277.22,965287.43,59,36.75,1128901.4,71,46.07,2934053.26,105,21.52,1498926.05,61,30.8,400828.86,33,29.86
P1581,Dam Reinforcement,Power Plant,Medium,1558924,89,86,89,4.01,0.58,414,Not Feasible,2,,,184.74,102384.25,53,67.82,202134.36,76,93.34,244065.02,75,59.56,793131.87,147,100.0,217208.5,63,100.0
P1582,Highway Expansion,Bridge,Low,4881185,96,78,62,7.61,0.84,156,Borderline,1,,,1002.55,355399.2,13,60.58,1150542.77,40,100.0,1950967.45,64,100.0,722176.15,19,52.33,702099.44,20,33.01
P1583,Highway Expansion,Building,High,5373656,91,73,88,4.83,0.77,506,Feasible,3,,,1805.2,298349.84,44,63.68,794937.38,66,100.0,1129411.48,123,46.78,1830157.43,140,78.88,1320799.87,132,46.24
P1584,Highway Expansion,Building,Low,6004998,50,43,28,9.4,0.51,208,Not Feasible,1,,,2041.25,397920.81,18,38.49,709431.01,29,73.43,1600924.52,38,32.82,1930675.6,53,52.55,1366046.05,71,17.71
P1585,Smart Solar Grid,Power Plant,Low,5012595,78,32,47,2.94,0.53,537,Feasible,1,,,733.92,410274.13,76,24.88,655748.08,95,34.54,736971.35,89,21.8,2477014.78,202,42.6,732586.66,75,36.18
P1586,Industrial Complex,Bridge,Low,3290435,99,91,45,4.16,0.94,374,Feasible,1,,,513.73,212475.68,33,60.34,587320.53,114,100.0,1575790.99,131,100.0,509792.46,44,68.14,405055.33,51,34.83
P1587,Industrial Complex,Power Plant,High,6166650,83,93,22,7.87,0.93,333,Borderline,3,,,857.74,449112.02,41,73.91,763009.18,61,98.75,1164509.88,50,64.99,3035888.47,141,100.0,754130.46,40,100.0
P1588,Industrial Complex,Road,Medium,6109319,62,74,92,5.46,0.68,541,Feasible,2,,,14597.31,1327303.58,172,100.0,949919.4,97,100.0,1689068.79,128,66.64,739944.1,72,42.19,1403083.13,72,30.29
P1589,Dam Reinforcement,Building,High,6693075,50,87,68,5.47,0.95,133,Borderline,3,,,2428.0,495917.06,11,74.88,1103832.02,16,100.0,1852370.29,28,58.88,1735460.66,35,100.0,1505494.97,44,48.57
P1590,Dam Reinforcement,Water Infra,Low,6193278,83,49,36,0.53,0.8,311,Feasible,1,,,3323.71,786867.19,49,55.8,1189645.54,76,67.57,2244620.19,90,28.17,1476241.2,54,43.2,495903.89,41,50.27
P1591,Industrial Complex,Water Infra,High,1431413,78,87,82,3.99,0.9,414,Feasible,3,,,648.68,188502.39,69,96.19,269852.16,91,100.0,598090.79,123,50.44,288460.74,83,79.66,86506.91,48,91.21
P1592,Highway Expansion,Water Infra,Low,2352564,97,86,74,2.71,0.71,301,Not Feasible,1,,,1135.41,262044.83,52,100.0,433367.87,70,100.0,923954.04,87,52.45,544720.57,55,78.53,188476.69,36,83.62
P1593,Urban Flyover,Bridge,Medium,3424050,96,97,42,9.99,0.56,249,Feasible,2,,,548.48,255021.02,24,77.1,679805.4,65,100.0,1562258.55,99,100.0,527745.39,30,56.03,399219.63,31,34.88
P1594,Industrial Complex,Bridge,Low,5165100,62,81,53,3.08,0.72,343,Feasible,1,,,980.78,384389.52,24,58.5,1167609.35,95,100.0,2229941.57,135,100.0,624390.19,44,57.51,758769.37,46,32.64
P1595,Urban Flyover,Building,Medium,6145965,97,66,88,8.84,0.73,162,Not Feasible,2,,,3066.72,352755.91,13,61.63,893322.13,24,100.0,1882871.35,26,48.0,1962068.46,47,70.19,1054947.15,51,35.15
P1596,Industrial Complex,Bridge,Low,1863561,98,37,34,6.76,0.78,300,Feasible,1,,,382.22,142085.91,24,26.63,442904.56,87,60.6,807553.4,114,57.42,215668.11,37,26.98,255349.02,39,13.38
P1597,Urban Flyover,Road,Low,1302186,78,73,66,3.41,0.55,506,Not Feasible,1,,,2992.05,335942.2,192,100.0,186807.61,74,100.0,334423.3,120,61.89,155690.74,72,41.11,289322.16,48,36.56
P1598,Highway Expansion,Building,High,4207393,88,34,22,5.44,1.0,288,Not Feasible,3,,,1762.61,187143.02,28,28.67,579601.16,36,56.84,930772.39,65,23.48,1468258.96,79,41.31,1041617.48,81,19.7
P1599,Dam Reinforcement,Building,Medium,6489464,73,98,47,8.41,0.62,383,Feasible,2,,,2943.97,278778.67,25,82.91,724008.55,59,100.0,1502399.95,89,61.83,2413162.06,99,100.0,1571114.78,111,45.1
P1600,Industrial Complex,Road,Low,4828464,75,60,22,8.83,0.6,593,Feasible,1,,,12727.1,1153470.97,222,100.0,827997.42,96,77.96,1302215.4,132,54.52,457695.76,74,34.38,1087084.44,69,28.26
P1601,Industrial Complex,Road,Medium,2026553,66,74,23,1.6,0.76,215,Not Feasible,2,,,2972.44,451232.82,74,100.0,317987.85,38,99.78,518513.6,47,63.22,260243.48,29,46.32,478575.25,27,41.34
P1602,Highway Expansion,Road,High,2235202,56,38,50,3.4,0.77,322,Not Feasible,3,,,4364.65,481409.85,119,68.22,429286.7,57,45.1,592812.78,71,32.64,265832.82,39,19.89,465859.85,36,24.15
P1603,Smart Solar Grid,Power Plant,Medium,1145271,62,61,64,3.35,0.72,566,Feasible,2,,,146.53,88641.04,58,47.04,152377.66,93,65.55,202865.27,107,36.64,563973.57,209,81.78,137413.45,100,73.99
P1604,Industrial Complex,Water Infra,High,3215685,54,62,78,0.42,0.89,440,Not Feasible,3,,,1341.82,391206.47,84,77.61,564717.97,94,85.13,1415568.52,131,37.61,648870.73,78,51.39,195321.31,54,58.25
P1605,Urban Flyover,Water Infra,High,6162756,75,96,64,5.98,0.76,454,Not Feasible,3,,,2487.2,857737.78,74,100.0,1031863.94,116,100.0,2606197.74,125,61.98,1347459.81,88,82.38,319496.73,51,94.93
P1606,Highway Expansion,Building,Medium,4743797,98,59,94,8.55,0.8,507,Feasible,2,,,2308.06,291083.22,36,48.62,604586.82,57,96.91,1592773.84,118,39.35,1260700.75,148,73.84,994652.37,148,36.29
P1607,Smart Solar Grid,Road,Medium,2514542,52,58,56,3.82,0.86,187,Feasible,2,,,7593.96,644625.86,65,100.0,366162.6,34,72.02,628219.82,43,53.91,314206.0,21,35.03,561327.71,24,24.35
P1608,Industrial Complex,Bridge,Low,5180656,56,32,84,7.4,0.51,211,Feasible,1,,,896.44,337085.17,16,23.47,1179393.84,56,58.31,2246113.21,80,49.64,614979.75,29,19.33,803084.03,31,9.26
P1609,Industrial Complex,Road,High,3930184,98,86,28,6.28,0.79,385,Not Feasible,3,,,12257.34,891777.46,134,100.0,601752.97,61,100.0,1066371.59,87,71.56,471516.85,45,46.7,898765.13,57,46.06
P1610,Dam Reinforcement,Building,Medium,1076898,88,59,36,3.76,0.94,450,Not Feasible,2,,,421.58,73803.58,34,46.11,139915.09,51,99.59,267786.32,117,44.75,366026.64,112,67.95,229366.37,135,36.6
P1611,Smart Solar Grid,Water Infra,High,4295097,50,38,84,1.41,0.51,297,Feasible,3,,,1978.51,585329.26,51,43.44,787135.4,68,52.06,1751411.85,86,24.98,925381.85,56,34.77,245838.64,35,34.76
P1612,Highway Expansion,Power Plant,Low,1288316,98,55,22,7.09,0.7,270,Feasible,1,,,153.66,100178.63,30,45.58,137363.88,50,60.86,215651.75,48,34.41,677198.76,94,76.42,157922.97,48,57.73
P1613,Urban Flyover,Road,Medium,3008954,66,31,45,8.55,0.96,436,Feasible,2,,,5981.72,747786.35,160,56.06,506097.52,71,36.64,772681.44,94,29.53,366926.48,56,20.01,615462.2,55,12.76
P1614,Industrial Complex,Water Infra,Medium,2829553,92,91,72,6.86,0.68,166,Feasible,2,,,1551.33,389162.6,27,100.0,568011.98,35,100.0,1161277.12,50,52.41,486684.94,30,78.4,224416.35,25,92.9
P1615,Highway Expansion,Building,High,5088657,74,32,50,0.18,0.73,122,Feasible,3,,,1905.84,334225.48,7,29.72,714111.6,19,54.4,1376688.18,27,21.89,1455402.76,28,37.39,1208228.97,42,16.6
P1616,Dam Reinforcement,Building,Medium,4041341,52,75,45,2.16,0.99,222,Not Feasible,2,,,1297.19,218308.83,15,67.66,485403.32,28,100.0,1305439.9,44,46.96,1042026.54,71,97.42,990162.41,64,39.32
P1617,Industrial Complex,Water Infra,Medium,2039504,64,97,42,0.69,0.6,392,Feasible,2,,,1044.3,276962.9,73,100.0,387846.49,91,100.0,836289.03,116,62.68,392131.89,69,79.21,146273.7,43,100.0
P1618,Smart Solar Grid,Water Infra,High,5087810,78,54,49,5.7,0.53,141,Feasible,3,,,2662.98,583913.55,24,63.25,930526.57,31,69.87,2045147.93,44,36.17,1135034.2,21,48.17,393187.76,20,52.54
P1619,Highway Expansion,Road,Low,6927071,92,80,29,7.56,0.93,235,Not Feasible,1,,,17726.66,1697818.69,84,100.0,1125709.74,39,100.0,1819810.03,53,66.34,676096.31,34,43.12,1607636.22,24,43.47
P1620,Urban Flyover,Bridge,Medium,3105058,81,42,91,1.11,0.93,466,Feasible,2,,,672.21,197208.22,44,33.18,611540.53,142,65.92,1495191.69,162,64.87,421711.77,56,29.68,379405.8,62,16.35
