Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk,Site_Prep_Actual_Cost,Site_Prep_Actual_Days,Foundations_Actual_Cost,Foundations_Actual_Days,Structure_Actual_Cost,Structure_Actual_Days,Systems_Actual_Cost,Systems_Actual_Days,Finishing_Actual_Cost,Finishing_Actual_Days,Actual_Cost_Total,Actual_Time_Total,Comp_High,Comp_Low,Comp_Medium
P1239,Dam Reinforcement,Water Infra,High,6768927,88,32,60,6.71,0.5,245,Not Feasible,,,2777.61,847999.77,42,39.97,1040486.66,55,44.23,2929850.05,74,21.54,1327649.39,41,24.22,622941.13,34,30.03,945806.64,46,1165248.35,62,3209863.64,74,1458352.35,41,688149.33,36,7467420.31,259,True,False,False
P1240,Urban Flyover,Bridge,High,3878604,53,97,64,4.69,0.92,180,Feasible,,,710.84,285801.78,17,75.72,1041679.24,43,100.0,1516201.63,72,100.0,520995.68,21,66.28,513925.67,28,35.86,322815.25,22,1203141.1,62,1751215.18,104,583304.4,26,558973.53,30,4419449.46,244,True,False,False
P1241,Smart Solar Grid,Road,High,4580893,82,69,28,3.47,0.54,239,Feasible,,,7196.61,962733.25,85,100.0,852150.03,41,96.08,1168393.87,49,60.64,546100.61,33,35.42,1051515.25,31,32.22,1106123.01,123,975580.44,59,1294380.74,60,590600.73,36,1133685.56,33,5100370.48,311,True,False,False
P1242,Highway Expansion,Bridge,Medium,5327858,62,77,81,8.62,0.82,547,Feasible,,,1168.51,412302.72,54,51.52,1208618.13,152,100.0,2235677.73,208,100.0,788223.64,56,53.08,683035.79,77,35.89,461329.84,61,1414684.51,212,2616855.22,291,883260.14,64,752895.86,80,6129025.57,708,False,False,True
P1243,Urban Flyover,Bridge,Low,4956602,69,83,66,8.54,0.75,309,Feasible,,,855.9,356759.92,29,60.76,1089018.15,90,100.0,2106176.54,105,100.0,771321.68,45,57.36,633325.71,40,26.84,394456.89,33,1248631.12,122,2414870.28,142,850089.72,51,677854.13,38,5585902.14,386,False,True,False
P1244,Urban Flyover,Water Infra,High,5096951,56,64,24,0.22,0.76,240,Feasible,,,2501.09,704963.02,44,76.99,1054282.84,57,86.7,1947558.97,62,44.44,981579.84,41,52.95,408566.33,35,58.91,764527.87,58,1153671.39,78,2048280.5,70,1040755.46,48,435649.22,42,5442884.44,296,True,False,False
P1245,Industrial Complex,Power Plant,High,1264223,64,85,95,6.1,0.96,547,Feasible,,,187.31,101584.34,81,68.62,157997.89,90,94.81,235669.14,106,56.79,629769.75,187,100.0,139201.88,82,93.79,115457.69,103,183976.7,128,264889.17,127,736796.02,271,161939.14,116,1463058.72,745,True,False,False
P1246,Smart Solar Grid,Bridge,Medium,6302556,72,69,20,3.68,0.52,167,Feasible,,,1331.47,402808.52,14,55.83,1551270.84,45,100.0,2724608.22,63,100.0,823362.63,23,44.15,800505.8,22,20.31,432042.36,16,1733460.69,63,3044601.32,88,873348.8,25,829717.61,21,6913170.78,213,False,False,True
P1247,Smart Solar Grid,Bridge,Low,6984684,63,97,63,4.16,0.89,321,Feasible,,,1381.87,437266.52,19,77.9,1616825.68,107,100.0,3125010.33,111,100.0,806503.37,38,57.74,999078.1,47,36.51,471704.88,23,1779924.41,145,3440248.52,150,853750.14,43,1036379.01,47,7582006.96,408,False,True,False
P1248,Highway Expansion,Power Plant,Low,4319260,72,75,41,8.32,0.53,178,Feasible,,,577.67,296274.42,18,62.62,540448.59,30,80.29,833197.74,27,46.28,2112524.42,73,100.0,536814.83,31,85.09,327398.42,21,607154.45,37,906568.12,29,2416567.11,99,605751.79,39,4863439.89,225,False,True,False
P1249,Smart Solar Grid,Building,Low,6857565,68,42,57,3.1,0.52,304,Not Feasible,,,2820.39,446582.89,22,34.34,1053900.44,46,66.77,1615512.99,59,30.24,2517379.7,88,51.45,1224188.97,90,27.21,458239.16,22,1115314.07,54,1651108.69,58,2625815.16,96,1247482.61,86,7097959.69,316,False,True,False
P1250,Urban Flyover,Power Plant,High,3694287,78,56,38,9.43,0.71,342,Feasible,,,578.89,220475.32,49,47.36,502603.49,61,59.26,672175.65,64,36.51,1780571.79,127,72.8,518460.75,41,64.07,253407.68,56,584240.79,74,764574.96,69,2096245.07,164,605410.41,51,4303878.91,414,True,False,False
P1251,Highway Expansion,Building,Medium,2666471,69,35,99,1.8,0.53,130,Feasible,,,1069.0,114305.11,8,32.94,386851.06,16,61.62,736692.3,24,22.83,850469.69,34,37.48,578152.84,47,20.13,117737.11,8,409529.79,19,751384.46,23,879855.18,36,588126.57,45,2746633.11,131,False,False,True
P1252,Smart Solar Grid,Building,Medium,6392401,78,46,50,6.63,0.89,400,Borderline,,,2297.68,399664.39,27,39.22,947555.4,61,76.08,1545310.38,68,35.17,1783986.75,112,57.85,1715884.06,132,21.68,434350.09,29,1066316.51,77,1672878.36,70,1973570.66,130,1833326.42,127,6980442.04,433,False,False,True
P1253,Highway Expansion,Power Plant,Medium,5621056,73,65,86,6.72,0.76,308,Feasible,,,929.25,467187.12,33,54.21,717493.21,61,69.67,914848.28,50,45.51,2951754.41,131,79.75,569772.98,32,75.86,514787.53,38,802190.73,75,999740.52,55,3331297.82,168,640719.05,40,6288735.65,376,False,False,True
P1254,Smart Solar Grid,Bridge,Medium,1588365,67,31,61,2.52,0.51,421,Feasible,,,246.35,102896.66,41,20.46,332574.17,115,54.29,716257.48,167,47.77,236120.59,53,21.19,200516.11,45,11.29,105359.49,39,351823.63,131,753028.71,185,241945.09,51,203470.47,41,1655627.39,447,False,False,True
P1255,Smart Solar Grid,Building,Medium,6018994,59,81,45,3.25,0.52,429,Borderline,,,1919.69,294299.54,25,76.28,839850.21,65,100.0,1732881.51,87,48.8,1709429.03,103,89.22,1442533.71,150,45.6,320625.94,32,935143.63,91,1839692.97,97,1884735.82,138,1526776.08,164,6506974.44,522,False,False,True
P1256,Industrial Complex,Power Plant,Low,1703662,90,95,32,8.35,0.81,356,Feasible,,,196.1,113952.39,37,71.05,207878.73,60,100.0,262826.46,65,62.2,918498.31,158,100.0,200506.11,35,100.0,126908.95,44,237772.59,81,290291.58,75,1050582.35,214,229339.76,47,1934895.23,461,False,True,False
P1257,Smart Solar Grid,Road,Low,2305585,57,81,77,7.62,0.9,153,Feasible,,,5310.0,554169.75,51,100.0,439923.8,27,100.0,595814.92,37,66.91,249909.54,20,53.21,465766.98,18,44.04,632810.2,69,502351.97,37,659898.48,43,273234.65,22,504805.18,19,2573100.48,190,False,True,False
P1258,Highway Expansion,Bridge,Low,5092097,75,72,37,3.29,0.72,459,Feasible,,,931.64,363006.27,45,50.04,1147591.08,109,100.0,2234222.5,170,100.0,649732.39,64,48.48,697544.76,72,27.41,378118.25,49,1252239.86,148,2437961.15,230,675775.34,69,710924.6,69,5455019.2,565,False,True,False
P1259,Urban Flyover,Building,Low,6380597,78,51,86,5.34,0.78,254,Feasible,,,3015.38,438668.49,20,44.06,782763.41,37,90.46,1704333.07,49,41.75,2335497.84,63,57.55,1119334.18,85,21.17,464309.73,21,865338.73,48,1799964.19,51,2503953.53,71,1158787.23,79,6792353.41,270,False,True,False
P1260,Industrial Complex,Water Infra,High,6624795,59,84,22,0.62,0.9,181,Feasible,,,2955.44,900473.14,32,100.0,1301709.25,39,100.0,2445756.68,57,44.66,1452576.26,35,67.02,524279.67,19,90.77,1001856.37,46,1448267.19,57,2584224.45,64,1567665.92,44,578413.23,27,7180427.16,238,True,False,False
P1261,Smart Solar Grid,Bridge,Low,3659440,66,96,74,2.09,0.81,432,Borderline,,,580.83,255758.99,25,74.23,844890.35,127,100.0,1511332.3,159,100.0,530495.23,68,64.0,516963.14,54,30.54,269282.76,30,910905.65,172,1629419.88,215,553227.13,79,522161.43,53,3884996.85,549,False,True,False
P1262,Smart Solar Grid,Road,Low,2599601,51,89,77,4.86,0.61,346,Feasible,,,4639.63,600940.67,110,100.0,488002.13,63,100.0,660904.47,86,71.86,334807.68,51,51.56,514946.05,36,42.33,668173.77,149,542599.69,85,716047.6,103,355872.65,56,542540.43,38,2825234.14,431,False,True,False
P1263,Highway Expansion,Road,High,4943645,55,87,82,0.86,0.81,212,Not Feasible,,,8065.48,1053604.7,70,100.0,849903.19,36,100.0,1342930.69,55,81.65,624896.1,28,53.91,1072310.32,23,36.41,1181011.58,102,952677.52,52,1480212.7,74,671112.17,33,1132493.85,25,5417507.82,286,True,False,False
P1264,Industrial Complex,Power Plant,High,5495013,54,41,71,8.43,0.81,235,Feasible,,,745.47,537001.98,31,30.96,703287.07,43,45.09,997575.6,48,25.5,2629149.41,86,56.14,627998.94,27,47.31,602097.55,33,799347.24,49,1112578.44,49,3019853.77,103,715291.92,31,6249168.92,265,True,False,False
P1265,Smart Solar Grid,Road,High,5051774,77,98,43,7.18,0.87,451,Not Feasible,,,9916.04,1434196.22,165,100.0,867232.18,82,100.0,1231059.16,102,95.77,512161.89,51,54.65,1007124.54,51,41.94,1711497.8,239,1034911.37,119,1463434.93,145,585990.67,61,1138415.96,57,5934250.73,621,True,False,False
P1266,Urban Flyover,Water Infra,High,2234816,90,68,91,9.44,0.81,252,Feasible,,,947.38,254879.31,47,85.19,411178.42,54,91.46,946869.79,73,45.46,510036.38,46,51.38,111852.1,32,66.5,303671.31,64,492721.52,76,1086828.65,83,588740.97,54,130968.97,40,2602931.42,317,True,False,False
P1267,Urban Flyover,Power Plant,High,2625351,54,42,28,6.93,0.98,451,Feasible,,,304.08,180407.71,51,32.92,363996.09,86,46.23,395830.42,69,30.76,1325883.03,181,54.5,359233.75,63,45.59,199769.62,54,408255.04,98,437395.59,72,1498854.47,215,402667.17,72,2946941.89,511,True,False,False
P1268,Smart Solar Grid,Road,High,2964956,67,70,56,9.4,0.6,596,Not Feasible,,,4831.3,654915.64,222,100.0,568910.53,99,90.03,780873.67,145,64.08,346715.75,65,36.9,613540.42,65,39.49,793715.0,322,683233.2,138,915464.7,180,396092.84,70,702667.77,71,3491173.51,781,True,False,False
P1269,Urban Flyover,Building,High,6517366,75,86,72,5.55,0.98,538,Feasible,,,2046.53,310339.88,47,79.46,810388.34,73,100.0,1777753.69,114,49.1,1751969.63,145,100.0,1866914.45,158,56.36,355112.81,63,944948.33,106,1977018.2,132,2042873.38,210,2090540.36,189,7410493.08,700,True,False,False
P1270,Industrial Complex,Bridge,High,4448678,69,82,99,6.0,0.77,587,Feasible,,,926.8,297714.7,54,57.09,1205792.4,150,100.0,1851188.24,225,100.0,560100.04,84,47.53,533882.62,74,30.36,334654.36,65,1410423.3,218,2165347.07,326,623901.92,96,584950.37,77,5119277.02,782,True,False,False
P1271,Smart Solar Grid,Water Infra,Low,6553794,90,41,43,9.77,0.84,412,Borderline,,,2530.2,753270.83,71,48.73,1098665.25,94,55.72,2689017.12,128,22.57,1420116.3,71,38.22,592724.5,48,39.76,834143.84,76,1224729.69,105,2903439.11,120,1556823.61,72,650746.88,49,7169883.13,422,False,True,False
P1272,Highway Expansion,Water Infra,Medium,2127199,98,42,40,6.42,0.55,563,Feasible,,,1010.64,256533.74,89,49.53,356365.56,122,59.45,1013263.03,176,23.63,371259.71,110,34.93,129776.96,65,42.46,280648.11,99,393549.14,143,1081155.05,171,400508.35,114,141019.7,70,2296880.35,597,False,False,True
P1273,Industrial Complex,Water Infra,Medium,4511049,76,86,59,0.31,0.69,312,Not Feasible,,,2253.24,616253.87,51,100.0,840297.45,78,100.0,1723432.97,81,52.53,1016083.65,58,77.88,314981.05,44,84.14,666860.32,71,909302.24,109,1784478.87,92,1077413.48,74,335932.73,58,4773987.64,404,False,False,True
P1274,Urban Flyover,Building,Low,6211593,98,69,81,7.24,0.88,519,Feasible,,,2191.36,389940.93,49,65.67,835529.66,57,100.0,1675299.46,137,45.03,1942018.68,126,75.14,1368804.27,149,42.58,428522.87,57,947778.81,77,1805400.86,145,2153133.02,154,1471645.41,155,6806480.97,588,False,True,False
P1275,Smart Solar Grid,Road,Low,5063186,61,74,89,9.05,0.85,149,Feasible,,,7314.95,1191137.77,53,100.0,869829.18,27,91.27,1335991.26,32,64.96,607746.69,19,45.59,1058481.11,19,31.42,1380990.24,72,1000465.5,35,1499591.06,37,669761.15,20,1150680.06,19,5701488.01,183,False,True,False
P1276,Industrial Complex,Bridge,Low,6101729,56,64,88,7.96,0.52,576,Borderline,,,981.17,449720.62,49,46.55,1572602.04,131,100.0,2478072.94,250,96.67,869921.35,82,37.94,731412.05,64,23.51,488018.79,52,1793681.31,177,2817888.54,334,936237.43,84,776225.6,60,6812051.67,707,False,True,False
P1277,Urban Flyover,Bridge,Low,3280827,52,32,33,5.84,0.77,417,Not Feasible,,,575.69,254557.35,26,24.38,671267.79,120,54.93,1438520.48,157,48.16,422411.54,57,18.78,494069.84,57,13.74,264966.82,25,719555.35,133,1532104.5,169,437281.34,52,508931.91,51,3462839.92,430,False,True,False
P1278,Smart Solar Grid,Building,Medium,2785910,59,34,61,6.71,0.54,180,Feasible,,,880.46,200417.47,13,29.98,336138.46,26,55.88,837012.97,29,29.09,916328.24,51,36.4,496012.86,61,18.65,215730.99,13,370920.58,30,900189.01,29,992491.13,53,528039.11,58,3007370.82,183,False,False,True
P1279,Dam Reinforcement,Power Plant,Medium,5846769,83,40,69,9.9,1.0,577,Not Feasible,,,890.19,398432.58,84,30.99,634010.84,111,43.31,1074615.26,99,26.06,3043141.32,184,52.91,696568.99,98,46.72,442134.34,85,711959.04,120,1186781.36,97,3448723.1,209,784764.98,108,6574362.82,619,False,False,True
P1280,Highway Expansion,Road,Medium,4095900,74,85,80,0.91,0.95,580,Borderline,,,12587.78,1070188.76,216,100.0,602729.98,96,100.0,1108585.72,114,71.11,504316.99,80,56.83,810078.55,74,51.59,1177011.72,302,662892.64,134,1187219.64,141,532888.63,92,851728.73,83,4411741.36,752,False,False,True
P1281,Urban Flyover,Water Infra,High,5043064,84,39,23,6.67,0.51,423,Feasible,,,2309.43,569288.53,77,47.54,864886.13,96,51.79,1996833.95,138,25.84,1140220.97,69,30.97,471834.43,43,38.86,639032.91,88,974783.45,112,2195036.56,141,1259665.48,72,525250.93,47,5593769.33,460,True,False,False
P1282,Urban Flyover,Power Plant,Medium,6450486,65,63,91,2.83,0.93,565,Feasible,,,785.07,524809.69,68,54.07,864140.71,116,71.41,1250948.94,111,39.87,2992843.71,193,82.44,817742.96,78,67.21,557048.21,78,932312.8,144,1309905.95,118,3262190.77,251,878796.23,95,6940253.96,686,False,False,True
P1283,Dam Reinforcement,Building,Low,3602967,51,96,94,6.4,0.96,459,Feasible,,,1389.09,173626.84,38,85.27,474183.96,54,100.0,989135.35,103,74.05,1168424.19,138,100.0,797596.66,125,57.75,192638.96,48,533247.72,73,1086099.68,125,1313961.64,187,862493.48,141,3988441.48,574,False,True,False
P1284,Dam Reinforcement,Road,Medium,4438550,73,60,36,6.08,0.68,468,Not Feasible,,,13875.93,922215.03,181,100.0,685869.83,74,73.42,1223926.13,98,54.16,601989.7,57,32.16,1004549.32,58,25.49,1067588.86,253,774801.65,92,1357815.91,112,653905.87,58,1084131.21,57,4938243.5,572,False,False,True
P1285,Industrial Complex,Road,High,1076218,59,95,76,1.53,0.86,567,Borderline,,,2736.39,283125.41,224,100.0,160275.52,89,100.0,262625.74,129,91.19,127482.72,62,61.79,242708.61,63,40.6,317781.61,325,179894.18,129,292411.8,181,138117.01,76,257707.01,70,1185911.61,781,True,False,False
P1286,Highway Expansion,Road,High,1770044,87,99,67,2.07,0.72,560,Feasible,,,4241.34,430348.92,192,100.0,314626.01,84,100.0,429745.03,132,84.59,231051.81,73,55.49,364272.24,80,60.04,486323.97,279,355549.1,122,478838.14,180,250539.25,87,396698.54,98,1967949.0,766,True,False,False
P1287,Highway Expansion,Power Plant,Medium,6579079,71,70,63,6.22,0.83,443,Not Feasible,,,821.53,374771.35,48,53.82,894176.24,80,72.64,979217.25,78,45.56,3418844.57,172,94.83,912069.6,66,83.14,410824.74,55,997702.09,100,1065005.33,85,3893586.37,235,1027628.98,86,7394747.51,561,False,False,True
P1288,Urban Flyover,Power Plant,Low,3546741,75,92,64,1.28,0.67,421,Feasible,,,556.01,196734.51,53,72.1,437172.03,73,100.0,648475.84,71,58.28,1846730.96,161,100.0,417627.66,63,100.0,205081.23,64,467579.14,99,667274.4,80,1975178.69,218,446675.38,85,3761788.84,546,False,True,False
P1289,Dam Reinforcement,Building,High,6929720,92,61,99,2.65,0.66,488,Feasible,,,2395.46,266937.15,44,55.52,1015257.32,65,96.96,1925544.26,100,44.52,2177827.28,132,67.69,1544154.0,146,40.3,290569.21,52,1148526.53,93,2074170.13,113,2397964.33,167,1656621.6,161,7567851.8,586,True,False,False
P1290,Highway Expansion,Water Infra,Medium,5672750,88,49,52,8.35,0.71,147,Feasible,,,2576.09,812039.98,26,62.85,1025861.04,31,67.23,2565981.95,47,27.13,923634.87,23,40.49,345232.16,20,47.29,917395.23,31,1163733.8,38,2801470.8,47,1021516.34,24,384313.19,22,6288429.36,162,False,False,True
P1291,Smart Solar Grid,Power Plant,Low,5656356,76,86,50,3.27,0.57,196,Feasible,,,695.22,491948.47,20,72.8,613548.54,35,92.51,960998.17,35,57.26,2736632.56,79,100.0,853228.26,28,99.98,523310.39,24,664653.55,46,1007454.27,39,2984902.55,107,930617.04,38,6110937.8,254,False,True,False
P1292,Highway Expansion,Bridge,High,4480130,78,79,66,4.88,0.92,240,Borderline,,,762.77,330526.63,17,66.08,869718.01,63,100.0,2070839.9,90,100.0,527119.94,31,51.7,681925.52,39,34.65,370677.42,21,1006400.94,91,2396288.44,131,583178.1,36,742215.96,42,5098760.86,321,True,False,False
P1293,Urban Flyover,Power Plant,Low,4185714,96,54,25,9.41,0.67,122,Borderline,,,541.24,306922.67,15,44.9,558034.11,26,62.16,706672.74,24,31.53,2223318.14,40,71.46,390766.35,17,59.95,336853.21,16,622569.27,30,765662.18,24,2502157.05,48,435050.36,19,4662292.07,137,False,True,False
P1294,Highway Expansion,Power Plant,Low,2728096,87,41,91,2.27,0.7,156,Borderline,,,387.66,150456.89,21,34.19,307551.83,28,44.37,462611.51,25,24.81,1498999.77,58,54.19,308476.0,23,47.44,152747.45,21,315307.47,29,465394.61,24,1551250.8,64,317184.6,25,2801884.93,163,False,True,False
P1295,Industrial Complex,Road,Low,1347739,69,68,90,3.9,0.95,551,Borderline,,,3835.71,354839.0,205,100.0,232953.27,106,91.97,331217.03,112,60.02,133833.76,56,37.05,294895.94,72,33.09,390613.46,278,254567.34,139,351358.03,127,138895.62,57,304880.83,71,1440315.28,672,False,True,False
P1296,Dam Reinforcement,Bridge,High,1472327,76,46,53,6.06,0.75,266,Borderline,,,238.01,96502.63,19,37.52,350172.17,69,76.81,631005.24,96,68.95,180768.82,41,29.81,213878.15,42,16.9,106455.15,21,400914.49,91,717168.82,122,197930.02,43,231246.79,41,1653715.27,318,True,False,False
P1297,Urban Flyover,Water Infra,Low,3694946,90,74,72,7.55,0.77,211,Feasible,,,1635.39,540460.06,36,85.83,691677.46,50,100.0,1329606.56,64,46.55,866914.08,36,58.23,266287.83,25,79.19,606583.37,46,786432.34,68,1438295.71,68,948246.35,41,297039.55,31,4076597.32,254,False,True,False
P1298,Urban Flyover,Bridge,High,5229215,69,40,33,9.02,0.98,458,Not Feasible,,,823.35,384745.18,26,31.85,1039634.06,108,67.78,2316378.2,186,57.87,688539.25,70,26.66,799918.32,68,15.83,434139.63,27,1213953.22,136,2679670.79,224,773027.63,72,888600.08,65,5989391.35,524,True,False,False
P1299,Dam Reinforcement,Water Infra,Low,2922135,93,99,35,9.15,0.94,392,Borderline,,,1537.7,396539.96,74,100.0,537811.38,77,100.0,1170659.26,130,52.47,528366.51,66,86.88,288757.88,46,100.0,457525.88,100,620524.16,104,1292338.41,143,602355.53,85,333167.44,62,3305911.42,494,False,True,False
P1300,Dam Reinforcement,Building,Medium,1978039,68,52,62,7.77,0.58,585,Feasible,,,910.09,110727.73,45,48.76,255530.9,74,89.56,496052.37,125,44.91,673938.72,141,51.62,441789.28,199,25.15,122570.59,50,293865.33,99,547091.79,136,748054.13,159,478031.34,195,2189613.18,639,False,False,True
P1301,Dam Reinforcement,Road,Low,1899885,69,99,92,2.28,0.74,585,Feasible,,,6260.81,385659.22,183,100.0,331053.15,113,100.0,551606.04,126,83.06,215216.93,84,50.77,416349.66,80,56.49,418931.16,248,359614.06,153,589967.09,159,223321.41,91,434380.04,90,2026213.76,741,False,True,False
P1302,Urban Flyover,Building,Low,1608746,84,67,93,0.25,0.99,496,Borderline,,,638.11,111714.36,29,57.25,186888.03,64,100.0,417468.42,124,45.33,594101.52,140,75.41,298573.68,138,42.02,113682.36,33,197870.28,87,420033.03,131,614951.88,171,299456.66,144,1645994.21,566,False,True,False
P1303,Dam Reinforcement,Power Plant,Low,4002819,96,31,31,3.84,0.69,206,Feasible,,,516.73,203819.84,20,25.65,539995.94,29,32.0,755213.79,35,20.31,2072008.67,84,41.98,431780.76,37,35.06,208391.33,19,555525.76,29,768132.37,32,2152211.59,87,445515.51,37,4129776.56,204,False,True,False
P1304,Dam Reinforcement,Power Plant,Low,5511219,51,66,89,1.42,0.69,159,Feasible,,,715.21,302467.68,21,50.12,554078.71,27,75.3,986363.6,25,42.68,2899571.87,70,89.26,768737.14,16,72.64,309312.16,23,580203.3,33,1001537.39,26,3075703.87,91,802991.48,19,5769748.2,192,False,True,False
P1305,Urban Flyover,Road,Medium,1499876,79,78,38,7.1,0.6,297,Feasible,,,3224.87,297946.06,106,100.0,227004.41,50,98.05,432283.83,68,65.7,205924.03,40,43.69,336717.66,33,46.41,344571.16,148,262062.57,69,484342.46,82,225957.7,43,370438.71,36,1687372.6,378,False,False,True
P1306,Urban Flyover,Building,High,2962165,83,81,60,6.61,0.56,448,Not Feasible,,,1202.59,105023.37,29,75.12,339248.06,50,100.0,856133.88,108,63.1,854617.6,137,98.43,807142.09,124,31.23,120792.19,38,399214.25,73,973669.97,134,1004246.19,197,890433.53,130,3388356.13,572,True,False,False
P1307,Industrial Complex,Bridge,Low,1611213,71,62,72,0.44,0.87,404,Feasible,,,308.76,117047.58,26,48.69,401713.39,123,100.0,622877.52,159,87.65,218687.39,49,46.51,250887.12,47,17.98,118330.12,28,425985.43,167,653096.83,205,220624.06,52,246208.68,43,1664245.12,495,False,True,False
P1308,Highway Expansion,Building,Low,1768734,52,51,48,8.37,0.89,554,Feasible,,,581.44,93333.0,43,43.05,270264.33,76,88.92,457610.56,118,33.41,592466.29,156,63.02,355059.83,161,26.59,101285.4,45,306190.14,98,492011.43,117,655256.86,180,379232.08,154,1933975.91,594,False,True,False
P1309,Smart Solar Grid,Water Infra,Low,5241361,55,34,89,2.49,0.98,161,Feasible,,,2830.71,527528.58,27,40.71,962200.12,36,44.47,2107935.81,48,23.44,1188455.43,27,28.69,455241.06,24,32.7,541414.42,28,991095.43,38,2127521.05,45,1205650.73,26,463628.05,24,5329309.68,161,False,True,False
P1310,Urban Flyover,Power Plant,Medium,6511174,64,47,78,4.32,0.89,404,Not Feasible,,,972.41,354536.47,54,35.63,675801.38,69,55.56,1038027.63,77,29.64,3744014.32,146,60.45,698794.2,58,53.72,375159.59,56,728874.09,79,1092055.81,77,4056749.7,172,752358.84,66,7005198.03,450,False,False,True
P1311,Smart Solar Grid,Bridge,Medium,2839433,76,67,83,6.68,0.62,185,Not Feasible,,,478.44,185560.15,14,57.11,568899.52,57,100.0,1285478.76,71,100.0,433703.96,22,42.69,365790.61,21,19.59,204859.67,16,653551.51,80,1476757.42,99,472280.67,24,389502.0,20,3196951.27,239,False,False,True
P1312,Industrial Complex,Power Plant,Low,4672214,59,66,43,4.29,0.52,243,Not Feasible,,,586.19,234738.37,35,54.08,550153.27,48,69.4,884882.44,45,42.58,2435235.22,90,88.8,567204.7,26,75.15,247742.1,39,589068.81,57,923713.13,47,2654796.15,116,610591.89,32,5025912.08,291,False,True,False
P1313,Highway Expansion,Building,Low,3026580,58,93,35,4.41,0.99,264,Feasible,,,991.62,116899.67,18,80.99,456788.52,30,100.0,799743.81,63,75.81,888885.84,80,100.0,764262.15,73,52.4,126722.13,23,503877.98,41,862787.77,77,980519.4,108,806567.48,80,3280474.76,329,False,True,False
P1314,Highway Expansion,Road,Low,5903058,82,39,71,0.66,0.67,239,Not Feasible,,,12760.31,1396275.41,77,72.2,892355.39,47,49.71,1510007.06,57,33.2,746848.45,27,23.25,1357571.69,31,16.64,1464385.67,93,916253.75,51,1526061.21,57,747520.0,25,1350014.85,28,6004235.48,254,False,True,False
P1315,Highway Expansion,Bridge,Low,5339235,81,71,99,4.01,0.66,228,Borderline,,,998.77,332669.29,22,51.06,1136527.68,63,100.0,2555248.2,82,100.0,641378.31,34,49.24,673411.52,28,28.14,349296.18,24,1248896.14,85,2807885.51,111,672268.45,37,691650.06,27,5769996.34,284,False,True,False
P1316,Industrial Complex,Road,High,2492252,97,77,25,7.65,0.95,534,Borderline,,,3844.17,535979.97,168,100.0,404683.18,96,96.2,683822.83,118,67.79,292934.95,72,50.06,574831.07,80,33.97,638554.02,244,480464.55,137,790834.93,149,333151.45,84,643731.22,85,2886736.17,699,True,False,False
P1317,Dam Reinforcement,Building,High,4526737,55,73,56,9.15,0.79,211,Feasible,,,1691.54,251724.66,14,65.02,659097.22,29,100.0,1247837.22,43,53.91,1463196.64,53,80.67,904881.26,71,43.94,293776.69,17,794467.21,42,1441103.83,51,1732724.84,71,1035144.42,80,5297216.99,261,True,False,False
P1318,Highway Expansion,Water Infra,High,1401921,90,45,23,4.13,0.61,487,Not Feasible,,,687.34,160163.53,92,51.34,248983.78,108,61.77,545499.33,140,31.16,365260.91,87,39.03,82013.44,61,41.71,175855.99,107,276090.74,133,587449.61,147,396352.52,95,89224.11,68,1524972.97,550,True,False,False
P1319,Highway Expansion,Road,Low,3008960,85,83,57,4.24,0.94,427,Feasible,,,5586.66,746866.09,146,100.0,497259.31,79,100.0,774477.43,101,76.56,389054.24,52,49.25,601302.93,49,41.07,826293.45,198,550141.61,107,838582.68,124,410570.76,56,629610.75,51,3255199.25,536,False,True,False
P1320,Industrial Complex,Road,Medium,5455214,51,64,60,7.03,1.0,542,Not Feasible,,,10933.41,1374283.4,206,100.0,893493.78,94,74.2,1242934.46,121,59.16,726093.84,58,41.94,1218408.52,64,32.8,1600508.15,288,1016168.17,118,1393794.37,141,800984.97,62,1332287.83,65,6143743.49,674,False,False,True
P1321,Dam Reinforcement,Building,Low,1087955,78,57,33,9.43,0.54,179,Feasible,,,375.4,39485.58,14,51.1,120288.69,21,100.0,315812.33,43,35.72,384121.1,44,68.52,228247.29,58,25.04,43594.02,15,138983.06,28,343570.47,43,431117.05,52,245748.47,55,1203013.07,193,False,True,False
P1322,Highway Expansion,Bridge,Medium,4816446,53,31,90,2.67,0.93,469,Feasible,,,813.96,285978.41,27,23.06,1131833.31,111,52.82,2200789.41,196,49.18,547495.36,59,20.95,650349.51,76,8.99,294165.74,26,1198103.52,126,2321593.81,218,562008.21,56,659768.27,68,5035639.55,494,False,False,True
